before,tuek_ku,after,length,repeat
PBBBPB,PPBBPPBBPPBB,BPPPBB,12,3
PPBPBP,BBPPPPBBPPBB,BPPPBP,12,3
PPPBBP,BBPPBBPPBBPPPPBB,PPPBPB,16,4
PBPBPP,PPBBBBPPPPBB,PBPPBB,12,3
BBBPBB,BBPPPPBBPPBB,PPPPPB,12,3
BPBPPP,PPBBPPBBBBPP,BPPPBB,12,3
BBBPPB,BBPPPPBBPPBB,PBPPPP,12,3
PBPPPB,PPBBPPBBPPBB,BBBBPB,12,3
PPPBBB,PPBBPPBBBBPP,PPBPPB,12,3
BPBBPB,PPBBPPBBPPBB,BBBBBP,12,3
BPBPBP,PPBBBBPPPPBB,PPPBPB,12,3
PBPBBB,BBPPBBPPBBPPPPBB,BPBBPP,16,4
BBBPBB,BBPPBBPPBBPP,PBPBPP,12,3
PPPBBB,BBPPPPBBPPBB,BPBPBB,12,3
PBBPPP,PPBBBBPPBBPP,BPPBBB,12,3
BBPPPP,PPBBPPBBPPBB,PBBBPB,12,3
BPPBBB,PPBBBBPPPPBB,PPPBBP,12,3
PPBPBP,BBPPPPBBPPBB,BBPBBP,12,3
BPPBPB,PPBBPPBBBBPP,PBPPBB,12,3
PBBBPB,PPBBPPBBPPBB,PPPPBP,12,3
BPBPBP,BBPPBBPPBBPP,PPBPPP,12,3
PPPBPP,PPBBBBPPBBPP,PPBPPP,12,3
PBBBPB,PPBBBBPPPPBB,PPPPPB,12,3
PBBPPP,BBPPBBPPPPBB,PPPBBB,12,3
PPPBBB,BBPPPPBBBBPP,PBBBBP,12,3
BBBBPB,BBPPBBPPPPBBBBPP,BBPBBP,16,4
BPPBBB,BBPPPPBBBBPP,PPPBPB,12,3
PBPBBP,BBPPBBPPBBPP,BPBPBP,12,3
BBPPPB,BBPPPPBBPPBB,PBBPBP,12,3
PBBPPB,PPBBBBPPPPBBPPBB,PBPBBP,16,4
PBPBPB,BBPPPPBBBBPP,PBBPBP,12,3
PPPBBB,PPBBPPBBBBPP,BBBPPP,12,3
PBPPBP,PPBBBBPPBBPP,BBPBBP,12,3
BBBPPB,BBPPPPBBPPBB,BBBPPB,12,3
BPPBBB,BBPPBBPPPPBB,PPPBBP,12,3
BPBBPB,BBPPPPBBPPBBPPBB,PPPBPB,16,4
PPBBBB,BBPPPPBBPPBB,PBPPPP,12,3
PPBBBP,PPBBPPBBPPBB,PBBBBP,12,3
BBBPPB,BBPPPPBBBBPP,BPPBPP,12,3
BPBPPB,PPBBBBPPPPBB,BPBPPP,12,3
PBPPPB,PPBBBBPPPPBB,BPPPPP,12,3
PPPPPP,PPBBBBPPBBPP,PBBPBB,12,3
PPPBBP,BBPPBBPPPPBB,BPPPBP,12,3
BBBPPB,PPBBBBPPPPBB,BPPBPP,12,3
PBPPBP,PPBBBBPPBBPP,PBPBPB,12,3
PBBPBB,BBPPBBPPPPBB,PPBPBB,12,3
BPPBPB,PPBBPPBBPPBBPPBB,BBPBBB,16,4
BBBPPB,BBPPPPBBPPBB,BPBBPP,12,3
PPPPBP,BBPPBBPPPPBB,PBPPBB,12,3
PBBPPP,PPBBPPBBBBPP,BBBBBB,12,3
BBPPBB,BBPPPPBBBBPPPPBB,PBPBPP,16,4
PPBPBP,PPBBBBPPBBPP,BPPPBP,12,3
BBBBBB,BBPPPPBBBBPP,PBPPBB,12,3
BPBBBB,BBPPPPBBBBPP,PPBPPB,12,3
BBPBBB,BBPPBBPPPPBB,BPBBBP,12,3
PPBBPB,BBPPBBPPBBPP,BBBPPB,12,3
BPPPBP,PPBBPPBBBBPP,PBPBPB,12,3
BBBPPB,PPBBPPBBBBPP,PPPBBP,12,3
PBBBPB,PPBBPPBBBBPP,PBBPPP,12,3
PBPPBP,PPBBBBPPPPBB,BPBBPP,12,3
BPBBBB,BBPPBBPPPPBB,BPBBBB,12,3
PBPPBP,PPBBPPBBBBPP,BPBPBP,12,3
BBBPBB,BBPPPPBBPPBB,BBBPPP,12,3
BPPBBP,PPBBPPBBBBPP,BPPBBB,12,3
PPPBPP,PPBBPPBBBBPPBBPP,BPPBBB,16,4
PPBPPP,PPBBPPBBPPBB,BPBBBB,12,3
BPPBBP,BBPPBBPPPPBB,BBBPBB,12,3
PPBPBP,BBPPPPBBPPBB,PBBBPP,12,3
PPBBBB,BBPPPPBBBBPP,PBPPBB,12,3
PPPPPP,PPBBPPBBBBPPPPBB,PPBPPP,16,4
PBPBPP,PPBBBBPPPPBB,BPPPBP,12,3
BBPPPP,PPBBBBPPPPBB,PBPPPB,12,3
BBBBBB,BBPPBBPPBBPP,BPBPPP,12,3
BBPPPP,PPBBPPBBBBPP,BBPBPP,12,3
PBPPPP,PPBBBBPPPPBB,PBBPBP,12,3
PPPPBP,PPBBBBPPBBPP,PPPBPB,12,3
PBBBPB,PPBBBBPPPPBBBBPP,PPBPPB,16,4
PBBBPB,BBPPBBPPBBPP,PPPBPB,12,3
BPBPPP,PPBBBBPPBBPP,PBBPPP,12,3
PBPPPP,PPBBPPBBPPBB,BBBPPP,12,3
PPBPPB,PPBBPPBBPPBB,PPPBBB,12,3
BBPPBP,PPBBBBPPBBPP,PPPPBP,12,3
PBPBBB,BBPPBBPPPPBB,PBBBBB,12,3
PPBBPB,PPBBPPBBPPBB,PBBPBB,12,3
PPBBBP,BBPPPPBBBBPP,BPBPPB,12,3
BPPPBP,PPBBBBPPBBPP,PPPBPP,12,3
BBBPBB,BBPPPPBBPPBBBBPP,PBBPPB,16,4
PBPBPB,PPBBPPBBPPBB,BPPBBP,12,3
PBPBPB,BBPPPPBBPPBB,PPPBBB,12,3
BPBBPB,BBPPPPBBPPBB,PBPPPB,12,3
BBBBBB,BBPPBBPPPPBBBBPP,BPPBPB,16,4
BBPPPB,PPBBPPBBPPBB,BPBPPB,12,3
PPPBPB,BBPPPPBBPPBBBBPP,BPPPBP,16,4
BPPBBP,BBPPPPBBBBPP,BBPBPB,12,3
PPPBPB,PPBBPPBBBBPP,PPPBBP,12,3
PPPPBP,PPBBBBPPBBPP,BPBBPB,12,3
BBPPBP,PPBBBBPPPPBB,PPPBPP,12,3
PBBPBP,PPBBPPBBPPBB,BPPBPB,12,3
BBBBBB,BBPPBBPPPPBB,BBPBPP,12,3
BPPPBP,PPBBBBPPBBPP,PBBPBB,12,3
BBPBPB,PPBBBBPPPPBB,BPBPBB,12,3
PBPPPP,PPBBPPBBBBPP,PBBBBP,12,3
PBPPPB,PPBBBBPPPPBB,BPBPBB,12,3
PBPPPP,PPBBBBPPPPBB,BPBPBP,12,3
PPPPBP,PPBBPPBBBBPP,PPBPBB,12,3
PBPPBP,BBPPBBPPBBPPBBPP,BBPBPP,16,4
PBBPBB,BBPPPPBBPPBB,PPBPPB,12,3
PBPPBP,PPBBPPBBBBPPBBPPBBPP,PBBPPB,20,5
BPPBBB,BBPPPPBBBBPP,BBBBPB,12,3
PBPBBB,BBPPBBPPBBPP,PPBPBP,12,3
PBPPPB,PPBBBBPPBBPPBBPP,PBPPBP,16,4
BPBBPB,PPBBPPBBBBPP,PPBPPP,12,3
PBBPPP,BBPPPPBBBBPP,PPPBBB,12,3
PBPPPB,PPBBBBPPPPBB,PPBPBP,12,3
BBBPBP,BBPPBBPPPPBB,PBPPBB,12,3
PBPBBB,BBPPPPBBBBPP,PPPBBB,12,3
BPPPBP,BBPPPPBBPPBB,PBBPPB,12,3
BBPBBB,BBPPBBPPBBPP,PPPPPP,12,3
PPBBBB,BBPPBBPPBBPP,BPBBBB,12,3
BBBBPB,BBPPBBPPPPBB,PPBPPP,12,3
PPBPPP,PPBBPPBBBBPP,PPBPBP,12,3
PBBPPP,BBPPBBPPBBPP,PPPPPB,12,3
PBPBBP,BBPPBBPPPPBB,BBBPBP,12,3
BPPBBB,BBPPPPBBPPBB,PPPPBP,12,3
PPBBPP,PPBBBBPPBBPP,PBBPBP,12,3
BBPBBP,BBPPPPBBBBPP,BBBPPB,12,3
BPBPBP,PPBBBBPPPPBB,BPPBBP,12,3
PBBBPB,PPBBPPBBPPBB,PBBPBP,12,3
BPPBPB,PPBBPPBBPPBB,PBBPBP,12,3
BBPPBP,BBPPPPBBPPBB,BPBBPB,12,3
BBPBPB,BBPPPPBBPPBB,PPPBPP,12,3
BBBPPP,BBPPPPBBPPBBPPBB,PPPBBP,16,4
PBBPBP,BBPPPPBBBBPP,BPBBPB,12,3
PPPPPP,PPBBBBPPPPBB,BBBBPB,12,3
PPPPBP,BBPPBBPPBBPP,PBPPPP,12,3
PPBBPB,BBPPPPBBBBPP,BPBBBP,12,3
PBBPPB,PPBBPPBBPPBB,BPBPPP,12,3
PBPPBP,BBPPBBPPPPBB,BBPBBB,12,3
BBBPBB,BBPPBBPPBBPP,PBPBBP,12,3
BPBPBP,PPBBBBPPPPBB,BPPBBB,12,3
PBPBBB,BBPPPPBBPPBB,BBBPBP,12,3
BBPBPB,PPBBPPBBPPBB,BPBPPB,12,3
PPPPBP,BBPPBBPPBBPP,PBBBBP,12,3
BBBBBB,BBPPBBPPBBPPBBPP,BPPPPB,16,4
BPPPPB,PPBBPPBBPPBBPPBB,PPBPBP,16,4
PPPPPP,PPBBBBPPBBPP,PPPBBP,12,3
BBBPPB,BBPPBBPPPPBB,PPPBPP,12,3
BBBPPP,PPBBBBPPBBPP,BBBPBP,12,3
PBBPBB,BBPPPPBBPPBB,BBBPBP,12,3
BPBPBP,BBPPPPBBBBPP,PBBPPB,12,3
BBPPBB,BBPPPPBBPPBB,BBBPPB,12,3
BPBPBP,BBPPBBPPBBPP,BBBBBB,12,3
PBBBBP,BBPPBBPPBBPP,BPBBBP,12,3
BBPPPP,PPBBPPBBPPBB,PBBBPB,12,3
BPPBBP,PPBBBBPPBBPP,PBBPPB,12,3
PPPBBP,PPBBBBPPBBPPBBPP,PPBPBB,16,4
BBBPPP,PPBBBBPPPPBB,BPBBPB,12,3
PPBBPB,BBPPBBPPPPBBBBPP,PPPPBB,16,4
PPBPPP,PPBBBBPPPPBB,PPPBPP,12,3
PBBBPB,PPBBPPBBBBPP,BPPPPB,12,3
PBPPPP,PPBBPPBBBBPP,BBPBPB,12,3
BBBBBB,BBPPPPBBPPBB,BBBPPB,12,3
PPBBBP,PPBBBBPPPPBB,BBBPPP,12,3
PPPBBP,PPBBPPBBPPBB,BBBBBP,12,3
BBBPBP,PPBBPPBBBBPP,PBPBPP,12,3
BBBBBP,BBPPPPBBBBPP,BBBBPP,12,3
BBPPPP,PPBBPPBBPPBB,PBBBPB,12,3
PPPPPP,PPBBBBPPBBPP,PBBBPB,12,3
BBBPBB,BBPPPPBBBBPP,PPPPPP,12,3
BPPPPB,PPBBPPBBPPBBBBPPBBPP,BPPBBP,20,5
BPPPBP,BBPPPPBBPPBB,PPBPBP,12,3
BBPPBP,PPBBBBPPPPBB,PBPPPB,12,3
PBBBPB,PPBBPPBBPPBB,BPBBBB,12,3
PPPPPB,PPBBPPBBPPBB,PBPBBP,12,3
PBBPBB,BBPPPPBBBBPP,BBPBPB,12,3
BPBPBP,BBPPPPBBPPBB,PPPBBP,12,3
PPBBPP,PPBBPPBBPPBB,BBBBBB,12,3
PBBBPB,PPBBBBPPPPBBBBPP,PBPBPP,16,4
PPBBPB,BBPPBBPPBBPP,PBBBPB,12,3
PBBBPB,PPBBPPBBBBPP,PPPBPB,12,3
PBBBPB,PPBBBBPPBBPP,BPBBBP,12,3
PBBBBP,BBPPBBPPBBPP,BPBPBB,12,3
PBBBPP,PPBBPPBBBBPPBBPP,BPPPPP,16,4
PPPBBP,PPBBPPBBBBPP,PPPPPP,12,3
BBBPPB,BBPPBBPPBBPP,BPBPBB,12,3
PPPBPB,BBPPPPBBPPBB,PBPBBB,12,3
BBBPBB,BBPPPPBBBBPP,BPPPBB,12,3
BBPBBP,BBPPBBPPBBPP,BBBBBB,12,3
PPPBPB,PPBBBBPPBBPP,BPPBBB,12,3
PBBPBP,BBPPBBPPPPBB,PPPBBP,12,3
BPBBBP,BBPPBBPPPPBBBBPP,BPPBBP,16,4
BPPPBP,BBPPPPBBBBPP,PPPBPB,12,3
PPBPBP,PPBBBBPPBBPPPPBB,BBBBPB,16,4
BBBPBB,BBPPPPBBBBPP,BPPBBP,12,3
PBBBPP,PPBBBBPPPPBB,PBPBBP,12,3
PBBBPB,BBPPPPBBBBPP,PBBPPP,12,3
PPBPPP,PPBBPPBBBBPP,PBBBBB,12,3
PBBPBP,BBPPPPBBBBPP,PBPPPB,12,3
BPPPBP,BBPPBBPPPPBB,PPPBBP,12,3
BBPPBP,PPBBBBPPBBPP,BPPPBB,12,3
PBBBPB,PPBBBBPPBBPP,BPPBPP,12,3
PPPPBP,PPBBPPBBBBPP,BPPBBP,12,3
BPPPBP,BBPPPPBBPPBB,PBPPBB,12,3
PBPBBB,BBPPPPBBPPBBPPBB,PBBPBB,16,4
BPBPBP,BBPPPPBBPPBB,BPBPBP,12,3
PPPBPB,BBPPPPBBBBPP,BPBPBP,12,3
PPBBPB,BBPPBBPPPPBB,BBPBPP,12,3
PBPBBB,BBPPPPBBBBPP,PPPBPB,12,3
PBBBBB,BBPPBBPPPPBBPPBB,PBPPPB,16,4
BPBPBP,PPBBPPBBBBPP,BBPBBP,12,3
PPBBBP,BBPPPPBBPPBB,BPPBBP,12,3
BBBPPB,PPBBBBPPPPBB,BPPPPP,12,3
PBBPPB,PPBBBBPPPPBB,BBBBPP,12,3
PPPBBP,BBPPBBPPBBPP,BBBPPP,12,3
PPBPBP,PPBBPPBBBBPPPPBBBBPPBBPPPPBB,PBPPPB,28,7
BPPPBP,BBPPPPBBPPBB,BPBPBB,12,3
BBBPPB,BBPPPPBBPPBB,BBPBBP,12,3
PPBPBP,PPBBPPBBBBPP,PBBPPB,12,3
BPPBPP,PPBBBBPPPPBB,BBPBPP,12,3
PPPBBB,PPBBBBPPBBPP,PBBPBP,12,3
BBBPBP,PPBBPPBBPPBB,PPPBPP,12,3
BBPPPP,PPBBBBPPPPBBPPBB,PPBPBP,16,4
BPPBPB,PPBBPPBBPPBBPPBB,PPBPPP,16,4
BBPPPP,PPBBBBPPBBPP,PBPBBB,12,3
PPBPPP,PPBBPPBBPPBB,PBPPBP,12,3
PBBPPP,BBPPPPBBBBPP,PPBPBP,12,3
PBBBBB,BBPPBBPPPPBB,BPPPPP,12,3
PBBBBB,BBPPPPBBPPBB,PBBBPP,12,3
PBBPPP,PPBBPPBBBBPP,PBBPPB,12,3
PPPBBB,PPBBPPBBBBPP,BPBBPB,12,3
BPPBPB,BBPPBBPPBBPP,PBBPPB,12,3
BPPBBP,BBPPBBPPBBPP,BPPPPP,12,3
BPPBBP,BBPPPPBBBBPP,BPPBBP,12,3
PPPPBP,PPBBPPBBBBPP,PBPBBP,12,3
PBBPBB,BBPPBBPPBBPP,PBBPBB,12,3
PBBPBB,BBPPPPBBPPBBPPBB,PPPBBP,16,4
PBPBPB,PPBBPPBBPPBB,PBPPBB,12,3
BBBPBB,BBPPPPBBBBPP,BPBPBB,12,3
PPPPPB,PPBBBBPPBBPP,PBPBPB,12,3
PPPBPB,BBPPPPBBPPBB,BPPPBB,12,3
BBBPBP,PPBBPPBBPPBB,BPPBPP,12,3
BPPPBP,PPBBPPBBBBPP,BPBBBB,12,3
PPBBPB,PPBBPPBBBBPP,BBBPPP,12,3
BBPPBP,BBPPBBPPBBPPPPBB,BPBPBB,16,4
BBBBBB,BBPPPPBBPPBB,BPPBPB,12,3
PBPBPB,PPBBBBPPBBPP,BPBPPP,12,3
BBPBBP,BBPPPPBBPPBB,BPBPBB,12,3
PBBPBP,BBPPBBPPBBPP,PBBBBP,12,3
BBPBPB,BBPPPPBBBBPP,BBBBPB,12,3
BBPPPP,PPBBPPBBPPBB,PPBPBB,12,3
BPBPPB,PPBBPPBBBBPP,PBBBBP,12,3
BBBPBP,PPBBPPBBPPBB,BPPBPB,12,3
BBBBPB,PPBBPPBBBBPPPPBB,PPPBBP,16,4
BBBPPB,PPBBPPBBBBPPBBPP,PPPPBB,16,4
PPPBBB,PPBBBBPPPPBBPPBB,PPBPBP,16,4
PPPBBP,BBPPBBPPBBPP,PBPPBB,12,3
BBBPBP,BBPPBBPPPPBB,PBBPBB,12,3
PPPBBB,BBPPPPBBBBPP,BPBBBP,12,3
BBBBBB,BBPPPPBBBBPP,PBBBBP,12,3
PBPBBP,BBPPBBPPBBPP,PBPPBP,12,3
BBPBBP,BBPPPPBBPPBB,BPBBPB,12,3
BBPPBB,BBPPPPBBPPBB,PBPPPB,12,3
BBPBPB,PPBBPPBBBBPP,PPPBPB,12,3
BBPBPP,PPBBPPBBPPBB,BBBPBB,12,3
BBPPBP,PPBBPPBBBBPP,BPBBBB,12,3
BPBBPB,PPBBBBPPPPBB,BPPBPP,12,3
BBBBPB,BBPPBBPPPPBB,PBBPBP,12,3
PBBPPB,PPBBPPBBBBPP,BPPPBP,12,3
PBPBPB,BBPPBBPPPPBB,BPBBBB,12,3
BPPBPB,PPBBPPBBBBPP,BBPBPB,12,3
BPPBBP,BBPPPPBBPPBB,PBPBBB,12,3
BPPPPB,PPBBPPBBBBPP,BBBBPP,12,3
BPPBPP,PPBBPPBBPPBBBBPP,PPBPBP,16,4
PPBPBP,BBPPBBPPPPBB,PBPBBP,12,3
BPBPPB,PPBBPPBBBBPP,PBPBPP,12,3
PBBPBB,BBPPBBPPPPBB,BPPPPP,12,3
PBPBBB,BBPPPPBBBBPP,PBBBBP,12,3
PPPPBP,PPBBBBPPPPBB,PPBPPB,12,3
BPPBBP,BBPPBBPPPPBB,BPPPBP,12,3
BPBBBP,BBPPBBPPBBPP,BBPBBP,12,3
PPBBPP,PPBBBBPPPPBB,PBPBBP,12,3
PPBPBP,PPBBPPBBPPBB,PBBBBP,12,3
PPPBBB,PPBBBBPPBBPP,BBBBPP,12,3
PPPBBB,PPBBBBPPPPBBBBPP,PBPPBB,16,4
BBBBPB,BBPPBBPPBBPP,BPPPBP,12,3
PPBBBP,PPBBBBPPPPBB,PPPPPB,12,3
BPPBBB,BBPPBBPPBBPP,PBPPPB,12,3
PBBPBB,BBPPBBPPBBPP,BBBPBB,12,3
PPPBBB,BBPPBBPPPPBB,BPBBPP,12,3
PBPPPP,PPBBPPBBPPBB,BPBPBB,12,3
PBBPBP,PPBBPPBBPPBB,PPBPBP,12,3
PBBBBB,BBPPBBPPPPBB,PBBPBP,12,3
PBPBPB,BBPPBBPPBBPP,BBBBPP,12,3
PBPPBP,PPBBBBPPBBPP,PPPBPP,12,3
BBPPBP,PPBBPPBBBBPPBBPP,PBPPBB,16,4
BBPBPP,PPBBPPBBBBPP,PPPBPP,12,3
PPBPBP,BBPPBBPPPPBBBBPPBBPP,BPPBBB,20,5
PBPPPB,PPBBPPBBPPBB,BPBBBP,12,3
BPPBPB,BBPPPPBBPPBB,BBBPPB,12,3
BBPBPB,BBPPBBPPPPBB,BPPPBP,12,3
BPBBBB,BBPPPPBBPPBB,PBBPPP,12,3
BPBPBB,BBPPPPBBPPBBBBPP,PPBPPP,16,4
BPPBPB,PPBBPPBBBBPP,BPPBBB,12,3
BBPPBP,BBPPPPBBPPBB,BBBBPP,12,3
PBBBBP,BBPPBBPPBBPP,BBPBPP,12,3
BBPPBP,PPBBBBPPBBPP,BBBPPP,12,3
BBBPPB,BBPPPPBBPPBB,PPPBPP,12,3
BPBPBP,PPBBPPBBBBPP,BPBBBB,12,3
BBBBPB,PPBBPPBBBBPP,PBPBPB,12,3
PPBPPB,PPBBPPBBBBPP,BBBBBB,12,3
PPBPBP,PPBBBBPPBBPP,PBPPPB,12,3
BPBPPB,PPBBBBPPPPBB,BPPBBB,12,3
BPBPPP,PPBBBBPPBBPP,PBPBPB,12,3
PBBPBB,BBPPPPBBPPBB,BPBPPB,12,3
BBBPBP,PPBBBBPPPPBB,PPPBPB,12,3
PBPBBP,BBPPBBPPBBPP,BPPPBB,12,3
BPPPPB,PPBBBBPPBBPP,PPPPPB,12,3
BPBBBB,BBPPPPBBPPBB,BPBBBB,12,3
BBPBPB,BBPPBBPPBBPP,PBBBPB,12,3
BBPPBP,BBPPPPBBPPBB,BBBBBB,12,3
BBPPPB,PPBBPPBBPPBB,BBPBPB,12,3
PPPBPP,PPBBBBPPPPBB,PPBPPP,12,3
BBBPBP,BBPPBBPPBBPP,BBBBBP,12,3
PBBBPB,PPBBBBPPBBPP,PPPBPB,12,3
BPPBPB,PPBBPPBBBBPP,BBPBPB,12,3
PPBPBB,BBPPPPBBBBPP,PPPPBP,12,3
BBBBPB,BBPPBBPPPPBB,PPBPBP,12,3
BPBPBB,BBPPPPBBPPBB,BPPBPB,12,3
PPBBPB,PPBBBBPPPPBB,PBPBPB,12,3
PPBPBP,PPBBBBPPBBPP,PBPPPP,12,3
BPBPPP,PPBBBBPPBBPP,PBPBBB,12,3
PPPBBB,PPBBBBPPPPBB,BBBPBB,12,3
BBPBBP,BBPPPPBBBBPP,BBBBBB,12,3
PPPBBB,BBPPPPBBPPBB,BBBBBB,12,3
PBPPBP,PPBBPPBBBBPP,PPBPPP,12,3
BPPBBB,BBPPPPBBPPBB,BPPPPP,12,3
PBBBPB,BBPPBBPPPPBB,PPBPBB,12,3
BBPBBP,BBPPBBPPBBPP,BPPBPB,12,3
BPPPPP,PPBBPPBBPPBB,BPPBBP,12,3
PPBPBP,PPBBBBPPBBPP,PBBBBB,12,3
PBBPBP,BBPPBBPPBBPP,BBBBBB,12,3
BPPBPB,BBPPBBPPBBPP,BBBBPP,12,3
PPBPPB,PPBBBBPPPPBB,PBPBBB,12,3
PPPBBP,BBPPBBPPPPBB,BBBBBB,12,3
PPPBPB,BBPPBBPPPPBB,BBBPPB,12,3
BBBPPB,BBPPPPBBBBPP,PBBPPP,12,3
BPPPPP,PPBBBBPPPPBBBBPP,PPPPBB,16,4
PBBPBP,BBPPBBPPBBPP,BPPPBB,12,3
BPBPPP,PPBBBBPPPPBB,BPPPBB,12,3
PBBPPP,BBPPPPBBBBPP,BBBBPB,12,3
PBBBPB,BBPPBBPPBBPP,PBBPPB,12,3
PBBBPP,PPBBPPBBBBPP,BPPPPP,12,3
PPPBPP,PPBBPPBBBBPP,BPPBPB,12,3
BPPPPB,PPBBBBPPPPBBPPBB,PBPBBP,16,4
BBBPBP,BBPPBBPPBBPP,PBBBPB,12,3
PBPBPB,PPBBPPBBBBPP,PPBPBB,12,3
BPBBBB,BBPPPPBBPPBB,PPPPPB,12,3
PBPPPP,PPBBBBPPBBPP,PBPPPB,12,3
PBPBBP,BBPPBBPPPPBB,PBPBBP,12,3
BBPBBP,BBPPPPBBBBPP,PPBPBB,12,3
BBPPPB,PPBBBBPPBBPP,BPPPBB,12,3
BBPPBP,PPBBBBPPBBPP,PPPBPB,12,3
BPPBPP,PPBBBBPPBBPP,PBPPPP,12,3
PPBBPB,BBPPPPBBBBPP,PBPPBP,12,3
BBPBPB,PPBBPPBBBBPP,BPBPPB,12,3
BBPPPP,PPBBBBPPBBPP,PBBPBB,12,3
PPBBPB,BBPPBBPPPPBB,BPBPPB,12,3
PBPPBP,BBPPBBPPBBPP,PBBBPP,12,3
PBPPBP,PPBBBBPPPPBB,PPBPPB,12,3
PPPPBP,PPBBPPBBPPBB,BPBBBB,12,3
BBBBBB,BBPPPPBBPPBB,BPPPPB,12,3
BPPBBB,BBPPPPBBBBPP,PBPPBP,12,3
PPBBPB,PPBBBBPPBBPP,BBBBBP,12,3
BPPBPB,PPBBBBPPPPBB,BBPBBP,12,3
PBBPBB,BBPPPPBBPPBB,PPPBBP,12,3
BPPPPP,PPBBPPBBBBPP,PBBPPP,12,3
PBPBBB,BBPPPPBBPPBB,PBBBPP,12,3
PBBBBP,BBPPBBPPPPBB,PBBBBB,12,3
BPBPPP,PPBBPPBBPPBB,BBBBPB,12,3
BBBPBP,PPBBPPBBPPBB,BBBPBB,12,3
PPPBPB,BBPPPPBBPPBBPPBB,PBPBPP,16,4
PBBPPB,PPBBPPBBBBPP,PPPPPP,12,3
BPPBBP,BBPPBBPPPPBB,BBBPBB,12,3
BBBBBB,BBPPPPBBBBPP,PPPBBP,12,3
PPPPBP,PPBBPPBBBBPP,BBBBBP,12,3
PBPBPB,BBPPPPBBPPBB,BBBBPP,12,3
PPPBBB,BBPPPPBBPPBB,BPPPPB,12,3
PPBPBB,BBPPPPBBBBPP,PBBBBB,12,3
BPBBBB,BBPPBBPPBBPPBBPP,BBBBBB,16,4
PPBBBP,BBPPPPBBBBPP,PPPPBP,12,3
PBPBPB,PPBBPPBBPPBB,BPPPBB,12,3
