before,tuek_ku,after,length,repeat
PPBBPP,PPBBPPBBPPBB,BBPBBP,12,3
PPPBBP,BBPPBBPPPPBB,BBBBBB,12,3
BBBPBP,PPBBPPBBPPBB,PPPBPP,12,3
BBPPBB,BBPPBBPPPPBB,PBPPPB,12,3
PBPBBB,BBPPBBPPPPBB,PBPBBP,12,3
PPPPBP,BBPPPPBBBBPPPPBB,BPPBBB,16,4
BPBBPB,BBPPBBPPBBPP,BPPPPP,12,3
PPPBBB,PPBBPPBBPPBB,PPBPBB,12,3
PPPBPB,BBPPBBPPPPBB,PBBBPP,12,3
BPPPBP,BBPPPPBBPPBB,BBBBPP,12,3
PBPPBP,PPBBBBPPBBPP,BBBBPB,12,3
BPPBPB,BBPPBBPPBBPP,BBBPBB,12,3
PBBBPB,PPBBPPBBBBPP,PPPPPP,12,3
PBBBPB,BBPPBBPPBBPP,BBPBBB,12,3
PBPBPP,PPBBPPBBBBPP,PBPBPP,12,3
BBPBPB,PPBBBBPPBBPP,BPPPBB,12,3
BBBBBB,BBPPBBPPPPBB,BPBBPB,12,3
BPBPPB,PPBBBBPPPPBB,PBBBBB,12,3
BBPBPP,PPBBPPBBPPBB,BPBBBP,12,3
BBPBPB,PPBBPPBBBBPP,PPPBPP,12,3
PPPBPP,PPBBPPBBBBPP,PPPBPP,12,3
BPPPBP,BBPPBBPPBBPP,BPPPPP,12,3
BPBBPB,PPBBPPBBBBPP,BBPBPB,12,3
PPPPPB,PPBBBBPPBBPP,PBBPBP,12,3
PPPBPB,BBPPPPBBPPBB,BPPBBP,12,3
PBBBBP,BBPPPPBBPPBB,BBBBBB,12,3
BPBBPB,PPBBBBPPPPBB,BPPPPB,12,3
PPPBBP,BBPPPPBBBBPPPPBB,PBPPBB,16,4
BBBPPB,PPBBPPBBPPBB,PBBPBP,12,3
BBPPPP,PPBBBBPPBBPP,PBPBBB,12,3
BBPPPP,PPBBBBPPBBPP,BPPBPP,12,3
PBPBPB,PPBBBBPPPPBBPPBB,PPBPPB,16,4
PBBPPP,PPBBBBPPPPBB,PPPBBB,12,3
PPBPBB,BBPPBBPPPPBB,PPPBBP,12,3
PBPPBP,PPBBBBPPPPBB,PPBPBB,12,3
PPPBPB,PPBBPPBBPPBB,PBPPBB,12,3
BBBPPP,PPBBBBPPBBPP,BPBPPB,12,3
PBBPBP,PPBBBBPPBBPP,PBBBBP,12,3
PPPBPB,PPBBPPBBBBPP,PBPPBB,12,3
BPBBPB,BBPPBBPPBBPP,BBBBBB,12,3
BPBBBB,BBPPPPBBPPBB,BBPBBB,12,3
BPBPPP,PPBBBBPPPPBB,PBPBBB,12,3
BBPPPB,BBPPPPBBPPBB,PBPPPP,12,3
PPPBPB,BBPPBBPPPPBB,BPPBBB,12,3
BPBPBP,PPBBPPBBBBPP,BPBPBB,12,3
BPPPBP,BBPPPPBBBBPP,PBPBPB,12,3
PBBBPB,PPBBBBPPBBPP,PPBPPP,12,3
PPPBBP,BBPPPPBBPPBB,PBPBPP,12,3
BBPBBP,BBPPPPBBBBPP,PBPBBB,12,3
PBBBBB,BBPPPPBBBBPP,PPBPBB,12,3
BPPBPB,PPBBBBPPPPBB,PPPPPB,12,3
BBBPBP,PPBBBBPPPPBB,BBBPBB,12,3
PPPPBP,BBPPPPBBPPBB,BPBPPP,12,3
PPPPBP,PPBBBBPPPPBB,BPPPBB,12,3
PPPBBP,BBPPBBPPPPBB,PPBPBP,12,3
BBBPPB,PPBBBBPPBBPP,PPBPPP,12,3
BBBBPB,BBPPPPBBBBPP,PBPPBB,12,3
BBBPPB,BBPPBBPPBBPP,PPPPPB,12,3
PPBBPB,PPBBPPBBPPBB,BPBPPB,12,3
PBBPPB,PPBBPPBBPPBB,BPBBPP,12,3
PPPPBP,BBPPPPBBPPBB,PBPBBP,12,3
PPBBBB,BBPPPPBBBBPP,BPBPBB,12,3
BBBPBP,PPBBBBPPPPBB,PBPPBB,12,3
PPBPBP,PPBBPPBBBBPP,PBBPPP,12,3
PBPPBP,PPBBBBPPPPBBPPBB,BPBBBB,16,4
PPPBBP,BBPPPPBBPPBB,PPPPPB,12,3
BPBPBB,BBPPBBPPBBPP,BBPBBB,12,3
BBBPPP,BBPPPPBBPPBB,BPPPBP,12,3
BBPPBB,BBPPBBPPBBPP,BPBBBP,12,3
BBBPPB,BBPPBBPPBBPP,PBPBPP,12,3
PPPBPB,PPBBPPBBPPBB,PBBBBP,12,3
PBBBPP,PPBBBBPPBBPP,PBPPPB,12,3
PBPPBP,PPBBBBPPBBPP,PPBPBB,12,3
PBBBBB,BBPPBBPPBBPP,BBBPBB,12,3
PBPBPP,PPBBBBPPPPBB,PBBBPB,12,3
PBBBPB,PPBBPPBBBBPP,BBBPPP,12,3
BBPPPP,PPBBBBPPBBPP,BPBBPB,12,3
PPPBPB,PPBBBBPPPPBB,BPPBBB,12,3
PBPBBP,BBPPBBPPBBPP,BPPBPB,12,3
BBBBPB,BBPPPPBBPPBB,PBBBPP,12,3
BPPPBP,BBPPBBPPBBPP,PBBBBP,12,3
PPPPPB,PPBBPPBBBBPP,PBPBBP,12,3
PBBBPB,BBPPBBPPPPBB,PBPPBP,12,3
BPPBBB,BBPPBBPPBBPP,BPPBBP,12,3
PBBPPB,BBPPPPBBPPBB,BPBPBB,12,3
BBPPPB,PPBBPPBBPPBB,PPPPBB,12,3
BBBBBP,BBPPPPBBPPBB,PPPPBB,12,3
BPBBBB,BBPPBBPPPPBB,BPPPPP,12,3
BBBBPB,BBPPBBPPPPBB,BPPBBP,12,3
BBPPPP,PPBBPPBBBBPP,BPBPBB,12,3
PPPBBB,PPBBBBPPBBPP,BBBBBP,12,3
BBPBBP,BBPPBBPPBBPP,BBBBBB,12,3
PPPBBP,BBPPBBPPBBPPBBPP,BPPPBB,16,4
BPPBPB,PPBBPPBBBBPP,PBBBBP,12,3
PBPPBP,PPBBPPBBBBPP,BPBPPB,12,3
BPBBBB,BBPPPPBBBBPP,PPBPPP,12,3
PBPBPP,PPBBBBPPBBPP,PPPPPB,12,3
BPPBPP,PPBBPPBBPPBB,BPPPPP,12,3
BBPPPB,BBPPBBPPPPBBBBPPPPBB,BPPBPB,20,5
BBPBPP,PPBBBBPPPPBB,PBBPPP,12,3
BBBPPB,BBPPBBPPBBPP,BBPBPP,12,3
BPPPBB,BBPPPPBBPPBB,PBBPPB,12,3
PBBBPB,BBPPPPBBBBPP,PBPBBP,12,3
BBBPBB,BBPPPPBBBBPP,BPBPPP,12,3
PPPPPP,PPBBPPBBPPBB,BPBPPP,12,3
BPPPBP,BBPPPPBBBBPP,BPPPPB,12,3
BPBBPB,PPBBBBPPBBPPPPBB,PPPPBB,16,4
PPBPBB,BBPPPPBBBBPP,PPPPBB,12,3
PBBBBB,BBPPBBPPPPBB,PBPBPB,12,3
PPBBPP,PPBBPPBBBBPP,PPPPPP,12,3
PPPBBB,PPBBPPBBPPBB,BBPBBB,12,3
BPPPPP,PPBBPPBBBBPP,BPPPPP,12,3
BBBPPP,BBPPBBPPBBPP,PPPPPP,12,3
BPBBBB,BBPPPPBBPPBB,PPPBPB,12,3
PBBBBP,BBPPPPBBPPBB,PBBBPB,12,3
BBBPBB,BBPPPPBBPPBB,PPPBPB,12,3
BPBBPB,BBPPBBPPPPBB,BPBBPP,12,3
PBPPPB,PPBBPPBBPPBB,BBBBBP,12,3
PPPPPB,PPBBPPBBPPBB,BPBPBP,12,3
PBBBBB,BBPPBBPPPPBB,BBPBPB,12,3
PPBPPP,PPBBPPBBBBPP,BBBBPB,12,3
PBBPPP,BBPPPPBBPPBB,BPPPBB,12,3
BBBPPB,PPBBPPBBBBPP,PBBBBP,12,3
BPPPPB,PPBBPPBBBBPP,BBBBBB,12,3
PPPBPB,BBPPPPBBBBPP,BPPPPB,12,3
BBPPPB,PPBBBBPPBBPP,BPPPPB,12,3
BBPPPB,BBPPBBPPBBPP,BPPBPP,12,3
BPBPBP,PPBBPPBBBBPP,BBBPBP,12,3
PBBBBB,BBPPPPBBPPBB,PBBPPP,12,3
BPPBBB,BBPPPPBBPPBB,BBBPPB,12,3
BBPPPP,PPBBBBPPBBPP,PBBPBP,12,3
BBPBPB,PPBBBBPPPPBB,BBBPBP,12,3
BPBBBB,BBPPBBPPPPBBPPBB,BBBBBB,16,4
BBPBBB,BBPPPPBBPPBB,PBBBBB,12,3
PPPPPB,PPBBPPBBPPBB,BPPPBB,12,3
BPBPPP,PPBBPPBBPPBB,PBPPPB,12,3
BBBPBP,PPBBBBPPBBPP,BBPBBP,12,3
PPPBPB,PPBBPPBBBBPP,BPPPBP,12,3
PBBPPB,PPBBBBPPPPBB,PPPPBB,12,3
BBBBPB,BBPPPPBBPPBB,PBPPBB,12,3
PBPPPP,PPBBBBPPBBPP,BBBPBB,12,3
PBBBBP,BBPPPPBBBBPP,PPPBBP,12,3
BPPBPP,PPBBBBPPPPBB,PBBPBP,12,3
PPPBPB,PPBBBBPPBBPP,BPBBPP,12,3
BBPPBP,PPBBPPBBPPBB,BBPBPP,12,3
PBBBBB,BBPPPPBBPPBB,PPBPBP,12,3
PPPPPB,PPBBBBPPBBPP,BPBBPB,12,3
PPPPPB,PPBBPPBBBBPP,BPPPBB,12,3
PPBPPB,PPBBPPBBPPBBBBPP,BBBPPB,16,4
PPPPBP,BBPPBBPPPPBB,PBPBBB,12,3
PPPBPP,PPBBPPBBPPBB,PBPPPP,12,3
PBPPPP,PPBBBBPPPPBB,PBBBBP,12,3
BPPPPP,PPBBPPBBBBPP,PPBPBB,12,3
BBBPPB,BBPPBBPPBBPP,BBBBPB,12,3
BBPPBP,PPBBPPBBBBPP,PPPBBB,12,3
BPPBPB,PPBBBBPPBBPP,BBBPPP,12,3
PPBPBB,BBPPBBPPPPBB,BPBPBP,12,3
PBBPBP,PPBBPPBBPPBBPPBB,PBBBBB,16,4
PPPBPP,PPBBBBPPPPBB,PPPBBP,12,3
BPPBBP,PPBBPPBBPPBB,BPPPPB,12,3
PBBPBP,BBPPBBPPBBPPPPBB,BBPBBB,16,4
BBPBBB,BBPPBBPPPPBB,PBPPBP,12,3
BPPPPP,PPBBPPBBPPBB,BBBPPB,12,3
PPBPPP,PPBBBBPPPPBB,PPPPPP,12,3
BBPPBB,BBPPPPBBBBPP,BBBBPP,12,3
BPPBBP,PPBBPPBBBBPP,PBBBPP,12,3
BBBPBB,BBPPBBPPBBPP,BPBPPP,12,3
BPBPPB,PPBBBBPPPPBB,BPBBPP,12,3
PBBPPP,PPBBPPBBBBPP,PPBPBB,12,3
PPPBBB,PPBBPPBBBBPP,PBBPBP,12,3
BBBBBB,BBPPBBPPBBPP,BPPPPP,12,3
PBBBPB,BBPPBBPPBBPP,PBBBPP,12,3
BPPBBP,BBPPBBPPBBPP,PPPPPP,12,3
PPBBPB,PPBBBBPPBBPP,BPBPBP,12,3
BPPPBP,PPBBBBPPBBPPPPBB,PPPBBP,16,4
PPBBPB,PPBBBBPPBBPP,PBBPPP,12,3
PPBBPP,PPBBPPBBBBPP,PBPBPB,12,3
PPPBBB,BBPPBBPPBBPP,PPBPPP,12,3
BBPPBP,BBPPBBPPBBPP,BBBPBP,12,3
PBBPPB,BBPPBBPPPPBBPPBB,BPPBBP,16,4
PPBBPB,PPBBPPBBBBPP,BPPBPP,12,3
BBBPPP,PPBBBBPPPPBB,PPPBPP,12,3
PPBPPB,PPBBBBPPBBPP,PBBBPB,12,3
PPBPBP,BBPPBBPPBBPPPPBB,PBBPPB,16,4
BPPBPB,BBPPBBPPPPBB,BBPBBB,12,3
PPPBBP,BBPPPPBBBBPP,PBBPBB,12,3
BPPBPB,PPBBBBPPPPBB,PBPPBB,12,3
BPBBBP,BBPPPPBBBBPP,PBPBPP,12,3
BPBBBP,BBPPPPBBBBPP,PBPBPP,12,3
BBBPPP,PPBBBBPPBBPP,BPBPBB,12,3
BBPPBB,BBPPPPBBBBPP,PBPBPP,12,3
PPBPBP,BBPPBBPPBBPPBBPP,BPBBBB,16,4
BPPBBP,BBPPPPBBPPBB,PPPBBB,12,3
PBPBBB,BBPPPPBBPPBB,BPBBPB,12,3
PBBPPP,BBPPPPBBBBPP,BPBBBB,12,3
BBPPPB,BBPPBBPPBBPP,PPBPPB,12,3
PPBBBP,BBPPBBPPBBPP,PBBBBB,12,3
BBPBPP,PPBBPPBBBBPP,BPPPBB,12,3
PBPPBP,PPBBBBPPBBPP,PPPBBP,12,3
PBBBBP,BBPPPPBBPPBB,PBPBBB,12,3
PPPBBP,BBPPPPBBPPBB,BBPBBB,12,3
PBPBBP,BBPPBBPPBBPP,PBPPBB,12,3
BBPPPP,PPBBPPBBPPBB,PPBPPB,12,3
PPPBPB,BBPPPPBBBBPP,BPBPPP,12,3
BPBPBP,PPBBBBPPBBPP,PPBPBP,12,3
PPPBBB,PPBBPPBBBBPPPPBB,BPPBPP,16,4
PBBPPB,BBPPPPBBPPBB,PBBBBB,12,3
PBPPBP,PPBBPPBBBBPP,PBPBPP,12,3
PPPBPB,PPBBPPBBPPBB,BBBBBP,12,3
PBPPBP,PPBBBBPPPPBB,PBBPPP,12,3
PBPBBB,BBPPPPBBBBPP,PPPBPP,12,3
PPPPBP,PPBBPPBBBBPP,BPPPBB,12,3
PPPPBP,PPBBPPBBPPBB,PPPPPB,12,3
PPPPPB,PPBBBBPPBBPP,PBPPPP,12,3
BBPPPP,PPBBPPBBPPBB,PBBBBP,12,3
PPPPBP,PPBBBBPPPPBB,BPBPPP,12,3
PBBPPB,PPBBPPBBPPBB,PBPPPB,12,3
PBBPBP,BBPPBBPPBBPP,BPBPPB,12,3
BPPBPB,BBPPBBPPPPBB,BPPBBB,12,3
PPPBBP,PPBBBBPPPPBB,PBBPPP,12,3
BPPBBP,BBPPBBPPBBPPPPBB,PBPBPB,16,4
BBPBPP,PPBBBBPPPPBB,PBPPPP,12,3
BBPBPP,PPBBBBPPPPBB,PBPPPP,12,3
BPBBPB,PPBBPPBBPPBBPPBBBBPP,BBBPBB,20,5
PPPPBP,PPBBBBPPBBPP,BBBPPB,12,3
PPPPBP,PPBBBBPPBBPP,BBBPPB,12,3
PPPPBP,PPBBBBPPBBPP,BBBPPB,12,3
PPPPBP,PPBBBBPPBBPP,BBBPPB,12,3
BBBPPB,BBPPPPBBPPBB,PPPPPP,12,3
BPPBBB,PPBBBBPPPPBBBBPP,BBBPPP,16,4
BBPBPB,PPBBPPBBBBPP,PBPPBB,12,3
BBPPBP,BBPPPPBBBBPP,BBBBPP,12,3
PPPBPB,PPBBPPBBBBPP,PBBPPP,12,3
PPPBPB,PPBBPPBBBBPP,PBBPPP,12,3
BBPBPP,PPBBBBPPPPBB,PBBBBB,12,3
PBPBPP,PPBBBBPPBBPP,PPBPBP,12,3
PPBBBP,BBPPBBPPBBPP,PBPPBP,12,3
PBBPBP,BBPPPPBBBBPP,BBBBBB,12,3
PBPBPP,PPBBBBPPPPBB,BBBPPP,12,3
BPPBBP,BBPPPPBBPPBB,PPPPPB,12,3
PBBPPB,PPBBPPBBPPBB,PBPPBB,12,3
PBBPPP,BBPPBBPPPPBB,PBPBPP,12,3
PPPBBB,BBPPBBPPBBPP,BBBBBB,12,3
PBPPPP,PPBBBBPPBBPP,PBBBBP,12,3
BBBPBP,PPBBBBPPBBPP,PBBBPP,12,3
BBBPBP,PPBBBBPPBBPP,PBBBPP,12,3
BPPPBP,BBPPBBPPBBPP,BPPPPP,12,3
BPBPBB,BBPPBBPPPPBB,PPBPPB,12,3
BPBPBB,BBPPBBPPPPBB,PPBPPB,12,3
BPBPBB,BBPPBBPPPPBB,PPBPPB,12,3
PPBBBP,BBPPBBPPBBPP,PPPPBP,12,3
PPPPPB,PPBBBBPPBBPP,PBBPPP,12,3
PBBBPB,BBPPPPBBBBPPPPBB,BBBPBP,16,4
PBBPBB,BBPPPPBBPPBB,BPPBBP,12,3
BPBPBB,BBPPBBPPPPBB,BPPBPP,12,3
BBPBPB,BBPPPPBBPPBB,BPPPBP,12,3
PPPBPB,BBPPBBPPPPBB,BBBBBP,12,3
PPBPPP,PPBBPPBBPPBB,BBPBPP,12,3
PPPBBB,PPBBBBPPPPBB,PBBBPP,12,3
BPPBPB,BBPPBBPPBBPP,PBBPBB,12,3
BPPBPB,BBPPPPBBBBPP,BBBPPP,12,3
PBBBBP,BBPPPPBBBBPP,BBPBBB,12,3
PPBPPP,PPBBPPBBBBPP,PPPPBB,12,3
BBPBBP,BBPPBBPPBBPP,BBPBPP,12,3
PPBBBB,BBPPBBPPPPBB,PPBPBB,12,3
BPPPBP,PPBBPPBBBBPP,PBBBBP,12,3
PPPPBP,PPBBPPBBPPBB,PBPBBB,12,3
PBPPBP,BBPPBBPPBBPP,BBPBPB,12,3
PPBBBP,BBPPPPBBPPBB,BBBPBB,12,3
PPPPPP,PPBBPPBBPPBB,PPPBBB,12,3
PPBPPP,PPBBBBPPPPBB,BPPPPP,12,3
PPBPPP,PPBBBBPPPPBB,BPPPPP,12,3
PPPBBP,PPBBBBPPBBPP,BPBBBB,12,3
BBBPPP,BBPPPPBBBBPPPPBB,PPPPPB,16,4
BBPBPB,BBPPPPBBPPBBBBPP,BPBBBP,16,4
PBBBBP,BBPPBBPPBBPPPPBB,BPPPPP,16,4
PBBBBP,BBPPBBPPBBPPPPBB,BPPPPP,16,4
BBBPPP,PPBBPPBBPPBBBBPP,BBPBPP,16,4
BBPBPB,PPBBBBPPBBPP,PBBBBP,12,3
BPPBPB,PPBBPPBBPPBB,PBBBBB,12,3
BPPBPB,PPBBPPBBPPBB,PBBBBB,12,3
PBBPBP,BBPPPPBBPPBB,BBPBBB,12,3
PBBPBP,BBPPPPBBPPBB,BBPBBB,12,3
PPPBBB,PPBBPPBBPPBB,BPPPPB,12,3
PBPBBP,BBPPPPBBBBPP,PBPBPP,12,3
PPPPBP,BBPPBBPPBBPP,PBBPPP,12,3
PPBPBP,PPBBPPBBPPBB,BPBPBP,12,3
PPPBBB,PPBBPPBBPPBB,PBBPPP,12,3
PPPBBP,PPBBPPBBBBPP,PBPBBB,12,3
PBBBPB,BBPPBBPPBBPP,PBBPPP,12,3
BBBBPB,BBPPPPBBBBPP,BPPBPP,12,3
BBPPPB,BBPPBBPPBBPP,PBPBBB,12,3
PBPBBP,BBPPBBPPBBPP,PBBBBP,12,3
BBBBBP,BBPPBBPPBBPP,PPBPPB,12,3
PPPBBB,PPBBPPBBPPBB,PPBPPP,12,3
PPBBPB,PPBBPPBBBBPP,BBBPPB,12,3
PBPBPB,BBPPPPBBBBPP,PPBPBB,12,3
PBBPBP,PPBBPPBBBBPP,PPPBBB,12,3
PPPBPP,PPBBBBPPPPBB,BPPBPB,12,3
BBBBBP,BBPPBBPPPPBB,PPBPPB,12,3
PBBPPB,PPBBBBPPBBPP,BPBPBP,12,3
PPBBBB,BBPPBBPPPPBB,BPBPBB,12,3
PBPBPB,BBPPPPBBBBPP,PBBPPB,12,3
BPPBBB,PPBBPPBBBBPP,BPPBBP,12,3
PPBPBP,PPBBBBPPPPBB,PPPBBB,12,3
PBBPBP,PPBBBBPPPPBB,BBPBPP,12,3
BBBPBB,BBPPPPBBPPBB,BPPBBP,12,3
PPBPPB,PPBBPPBBPPBB,PBBBPP,12,3
PPPBPP,PPBBBBPPPPBB,PPPBBB,12,3
BBBPPB,PPBBPPBBBBPP,PBPBBB,12,3
BBBPBB,BBPPPPBBPPBB,BPPPPP,12,3
PBBBPB,BBPPBBPPPPBB,PBBPBP,12,3
BPPBPB,PPBBBBPPPPBB,BBBPBB,12,3
BPPBPB,PPBBBBPPPPBB,BBBPBB,12,3
BBPPBB,BBPPPPBBPPBB,PPBPPB,12,3
BPPBPP,PPBBPPBBPPBB,BPBPPB,12,3
BBBPPB,BBPPBBPPPPBB,PPPBPP,12,3
PBBPPB,PPBBBBPPPPBB,BBBBPP,12,3
BPBPBB,BBPPPPBBPPBB,BBPBPB,12,3
PPPBBB,BBPPPPBBPPBB,PPBPPP,12,3
BBPPBP,BBPPBBPPPPBB,PBBBPB,12,3
PPPPBP,BBPPBBPPBBPP,PBPPBP,12,3
BBPBPB,PPBBPPBBBBPP,BBBBBP,12,3
BBBPBP,PPBBBBPPBBPP,PPPBBB,12,3
BBBPBP,BBPPPPBBBBPP,BPPPPP,12,3
PBPBBP,BBPPPPBBPPBB,BBBBPP,12,3
PPBBPB,PPBBBBPPPPBB,BPBBPB,12,3
PBBBBP,BBPPBBPPBBPPBBPP,PPBPPP,16,4
PPPPBP,BBPPPPBBBBPP,PBBPBP,12,3
PPPBPP,PPBBBBPPBBPP,PBPPPP,12,3
PPPBPP,PPBBBBPPBBPP,PBPPPP,12,3
PBPPBP,BBPPPPBBPPBB,BBBBPB,12,3
PPBPPB,PPBBBBPPPPBB,BPPBPB,12,3
BBPBPB,BBPPBBPPBBPP,PPPBBP,12,3
BPPPPP,PPBBBBPPBBPP,BPPBBB,12,3
BBPBPB,BBPPBBPPPPBB,BPBBBP,12,3
PBBPBB,BBPPPPBBBBPP,BPBBBP,12,3
BPBBBP,BBPPBBPPPPBB,PBPPBP,12,3
PPBBBP,PPBBPPBBBBPP,BBBPPP,12,3
BPBBBP,BBPPPPBBPPBB,PPBPBP,12,3
PPBBPB,BBPPPPBBPPBB,BPBPPB,12,3
PPBPPB,PPBBPPBBPPBB,PBBPBP,12,3
BBBBPB,PPBBBBPPPPBBPPBBBBPP,BBBPBB,20,5
BPPBPP,PPBBBBPPPPBB,PBPPPB,12,3
PPBBPP,PPBBBBPPBBPP,PBPBBB,12,3
PBBPBP,BBPPPPBBPPBB,PBPBBB,12,3
BBBBBP,BBPPPPBBPPBB,BBPBPB,12,3
BBBPBB,BBPPPPBBBBPP,PBPPBP,12,3
BBPBPB,PPBBPPBBBBPP,BPPBPP,12,3
PBBBBB,BBPPPPBBPPBB,BPBBPP,12,3
PPPPPP,PPBBBBPPBBPP,PBBPPB,12,3
BBPBPB,PPBBPPBBPPBB,BPBPBP,12,3
PPPBBP,BBPPBBPPPPBBBBPP,BBPBPB,16,4
PBBPPP,PPBBPPBBBBPP,BPBPBP,12,3
PPPBBB,PPBBBBPPPPBB,PBBBBB,12,3
BBPPPB,BBPPPPBBPPBB,PBBBPB,12,3
BBPPPP,PPBBPPBBPPBB,BPBBPB,12,3
PPPPBP,BBPPBBPPBBPP,PBPBPP,12,3
PBBPBP,BBPPPPBBPPBB,PPBPPB,12,3
PBBPPB,PPBBPPBBBBPP,BBBPBP,12,3
PBBPPB,PPBBPPBBBBPP,BBBPBP,12,3
BPBPPP,PPBBBBPPBBPP,BBBBBB,12,3
BBPBPP,PPBBPPBBBBPP,BBPBBP,12,3
PBPBBB,BBPPBBPPBBPPPPBB,BPPBPB,16,4
PPBBBP,BBPPPPBBBBPP,BPPBBB,12,3
PBPPBP,BBPPBBPPBBPP,BPPPBB,12,3
PPBBBP,BBPPPPBBBBPP,BBBPBB,12,3
BBPPPB,PPBBBBPPPPBB,BBPBBB,12,3
BBPPBP,BBPPBBPPPPBB,BPPBBB,12,3
PPBPPP,PPBBBBPPBBPP,BPBPPP,12,3
BBBBBP,BBPPBBPPBBPP,PBBBBP,12,3
PBBPPP,BBPPBBPPPPBBBBPP,BPPBBP,16,4
PBBPPB,PPBBPPBBBBPP,BBBPPP,12,3
PBBBBP,BBPPPPBBBBPP,PBBBBP,12,3
PBBPPP,PPBBBBPPBBPP,PPBPBP,12,3
PBBBPP,PPBBPPBBPPBBPPBBPPBB,PBPPBB,20,5
BPBPBB,BBPPBBPPBBPP,PBPPPB,12,3
BPBBBB,BBPPPPBBBBPP,BPBPBB,12,3
BBBPBP,PPBBBBPPBBPP,PBBPPP,12,3
BBBPBB,BBPPPPBBBBPP,PPBPPP,12,3
PPBPBP,PPBBPPBBPPBB,PPBPBP,12,3
PPBBPP,PPBBBBPPBBPP,PPPPPP,12,3
PPPPBP,PPBBPPBBPPBB,PBBPBP,12,3
PPPBPB,PPBBBBPPPPBB,PBBBBP,12,3
PPPBBP,PPBBPPBBBBPP,BBPBBP,12,3
BBBBPB,PPBBBBPPPPBB,BBBBPB,12,3
PBBPPB,PPBBPPBBBBPP,PBBBPP,12,3
BPPPBP,PPBBBBPPPPBB,BBPBPP,12,3
PPPPBP,PPBBPPBBPPBB,BPBPBB,12,3
BPPBPP,PPBBBBPPBBPP,BBBPPB,12,3
BPBPPP,PPBBBBPPBBPP,BPBBBB,12,3
BBBBBB,BBPPBBPPPPBB,BPBBBP,12,3
PBPBBP,BBPPBBPPBBPP,BPPBPP,12,3
PBPPBP,BBPPBBPPBBPPBBPP,BBBBBP,16,4
